Dataset,# Training,% Training,% Defect Training,%Defect Testing,Classifier,Balancing,FeatureSelection,TP,FP,TN,FN,Precision,Recall,ROC Area,Kappa
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,IBk,No sampling,False,0.9334733893557423,0.8333333333333334,0.16666666666666666,0.0665266106442577,0.992553983618764,0.9334733893557423,0.5521125116713352,0.022194629830825128
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,NB,No sampling,False,0.9355742296918768,1.0,0.0,0.06442577030812324,0.9910979228486647,0.9355742296918768,0.17471988795518206,-0.014964216005204686
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,RF,Under sampling,False,0.8914565826330533,0.4166666666666667,0.5833333333333334,0.10854341736694678,0.9960876369327074,0.8914565826330533,0.876313025210084,0.06596614127262115
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,IBk,Under sampling,False,0.8921568627450981,0.6666666666666666,0.3333333333333333,0.10784313725490197,0.9937597503900156,0.8921568627450981,0.6127450980392157,0.032065325632344065
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,NB,Under sampling,False,0.8991596638655462,1.0,0.0,0.10084033613445378,0.9907407407407407,0.8991596638655462,0.32061157796451917,-0.015624999999999317
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,RF,Over sampling,False,0.9103641456582633,0.5833333333333334,0.4166666666666667,0.0896358543417367,0.9946442234123948,0.9103641456582633,0.8416783380018674,0.05451149760709694
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,IBk,Over sampling,False,0.9299719887955182,0.75,0.25,0.0700280112044818,0.9932685115931189,0.9299719887955182,0.602095004668534,0.037810798881860376
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,NB,Over sampling,False,0.9096638655462185,1.0,0.0,0.09033613445378151,0.9908466819221968,0.9096638655462185,0.19683706816059757,-0.015484335613972035
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,RF,Smote,False,0.9117647058823529,0.5833333333333334,0.4166666666666667,0.08823529411764706,0.9946524064171123,0.9117647058823529,0.8690184407096172,0.055509527754764205
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,IBk,Smote,False,0.927170868347339,0.8333333333333334,0.16666666666666666,0.07282913165266107,0.992503748125937,0.927170868347339,0.5489612511671336,0.01921422426154221
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,NB,Smote,False,0.915266106442577,1.0,0.0,0.08473389355742297,0.9909021986353298,0.915266106442577,0.18452380952380953,-0.015396360860159877
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,RF,No sampling,True,0.8970588235294118,0.9166666666666666,0.08333333333333333,0.10294117647058823,0.9914860681114551,0.8970588235294118,0.8829948646125116,-0.002962336013542231
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,IBk,No sampling,True,0.9502801120448179,0.9166666666666666,0.08333333333333333,0.04971988795518207,0.9919590643274854,0.9502801120448179,0.7496498599439776,0.00966183574879185
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,NB,No sampling,True,0.9936974789915967,1.0,0.0,0.0063025210084033615,0.9916142557651991,0.9936974789915967,0.15117296918767506,-0.007194244604309982
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,RF,Under sampling,True,0.9600840336134454,0.8333333333333334,0.16666666666666666,0.03991596638655462,0.9927588703837799,0.9600840336134454,0.9002684407096172,0.043084979766723604
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,IBk,Under sampling,True,0.915266106442577,0.6666666666666666,0.3333333333333333,0.08473389355742297,0.993916349809886,0.915266106442577,0.6866538281979458,0.04385423100679369
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,NB,Under sampling,True,0.9670868347338936,1.0,0.0,0.032913165266106444,0.9913854989231874,0.9670868347338936,0.17629551820728293,-0.013455482393358432
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,RF,Over sampling,True,0.8956582633053222,0.25,0.75,0.10434173669467788,0.9976599063962559,0.8956582633053222,0.8976132119514473,0.09181437960565687
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,IBk,Over sampling,True,0.9509803921568627,0.8333333333333334,0.16666666666666666,0.049019607843137254,0.9926900584795322,0.9509803921568627,0.5543008870214753,0.033816425120772445
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,NB,Over sampling,True,0.9712885154061625,0.9166666666666666,0.08333333333333333,0.028711484593837534,0.9921316165951359,0.9712885154061625,0.21647408963585435,0.02439024390243983
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,RF,Smote,True,0.896358543417367,0.9166666666666666,0.08333333333333333,0.10364145658263306,0.9914794732765299,0.896358543417367,0.8531746031746031,-0.003049101040900824
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,IBk,Smote,True,0.9453781512605042,0.9166666666666666,0.08333333333333333,0.0546218487394958,0.9919177075679647,0.9453781512605042,0.7490079365079365,0.007619401598215948
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,NB,Smote,True,0.9817927170868347,1.0,0.0,0.018207282913165267,0.9915134370579916,0.9817927170868347,0.20751633986928106,-0.011535048802128495
STORM,8,NaiveBayes,0.17647058823529413,1.0,0.30952380952380953,0.0
STORM,8,RandomForest,0.17647058823529413,0.5,0.5238095238095238,0.0
STORM,8,IBk,0.19047619047619047,0.4444444444444444,0.5462962962962963,0.026041666666666647
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,RF,No sampling,False,1.0,1.0,0.0,0.0,0.8235294117647058,1.0,0.7857142857142857,0.0
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,IBk,No sampling,False,0.7857142857142857,0.6666666666666666,0.3333333333333333,0.21428571428571427,0.8461538461538461,0.7857142857142857,0.5595238095238095,0.10526315789473709
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,NB,No sampling,False,0.0,0.0,1.0,1.0,NaN,0.0,0.30952380952380953,0.0
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,RF,Under sampling,False,0.6428571428571429,0.0,1.0,0.35714285714285715,1.0,0.6428571428571429,0.7857142857142857,0.38848920863309366
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,IBk,Under sampling,False,0.5,0.3333333333333333,0.6666666666666666,0.5,0.875,0.5,0.5833333333333334,0.09333333333333338
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,NB,Under sampling,False,0.5,1.0,0.0,0.5,0.7,0.5,0.21428571428571427,-0.328125
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,RF,Over sampling,False,1.0,1.0,0.0,0.0,0.8235294117647058,1.0,0.8571428571428571,0.0
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,IBk,Over sampling,False,0.7142857142857143,0.0,1.0,0.2857142857142857,1.0,0.7142857142857143,0.7619047619047619,0.4687499999999999
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,NB,Over sampling,False,0.0,0.0,1.0,1.0,NaN,0.0,0.21428571428571427,0.0
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,RF,Smote,False,1.0,1.0,0.0,0.0,0.8235294117647058,1.0,0.6785714285714286,0.0
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,IBk,Smote,False,0.7857142857142857,0.6666666666666666,0.3333333333333333,0.21428571428571427,0.8461538461538461,0.7857142857142857,0.5595238095238095,0.10526315789473709
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,NB,Smote,False,0.0,0.0,1.0,1.0,NaN,0.0,0.11904761904761904,0.0
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,RF,No sampling,True,1.0,1.0,0.0,0.0,0.8235294117647058,1.0,0.6785714285714286,0.0
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,IBk,No sampling,True,1.0,1.0,0.0,0.0,0.8235294117647058,1.0,0.7142857142857143,0.0
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,NB,No sampling,True,0.5,1.0,0.0,0.5,0.7,0.5,0.25,-0.328125
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,RF,Under sampling,True,0.8571428571428571,0.3333333333333333,0.6666666666666666,0.14285714285714285,0.9230769230769231,0.8571428571428571,0.9166666666666666,0.46315789473684205
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,IBk,Under sampling,True,0.9285714285714286,0.3333333333333333,0.6666666666666666,0.07142857142857142,0.9285714285714286,0.9285714285714286,0.7976190476190477,0.5952380952380951
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,NB,Under sampling,True,0.0,0.0,1.0,1.0,NaN,0.0,0.25,0.0
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,RF,Over sampling,True,0.9285714285714286,0.3333333333333333,0.6666666666666666,0.07142857142857142,0.9285714285714286,0.9285714285714286,0.6904761904761905,0.5952380952380951
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,IBk,Over sampling,True,0.9285714285714286,0.3333333333333333,0.6666666666666666,0.07142857142857142,0.9285714285714286,0.9285714285714286,0.75,0.5952380952380951
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,NB,Over sampling,True,0.0,0.0,1.0,1.0,NaN,0.0,0.25,0.0
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,RF,Smote,True,0.9285714285714286,1.0,0.0,0.07142857142857142,0.8125,0.9285714285714286,0.7023809523809523,-0.09677419354838757
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,IBk,Smote,True,0.9285714285714286,1.0,0.0,0.07142857142857142,0.8125,0.9285714285714286,0.6666666666666666,-0.09677419354838757
STORM,8,0.9933123524783635,0.09227722772277228,0.17647058823529413,NB,Smote,True,0.0,0.0,1.0,1.0,NaN,0.0,0.14285714285714285,0.0
STORM,10,NaiveBayes,0.7948717948717948,0.9935897435897436,0.1155448717948718,-0.010055304172951035
STORM,10,RandomForest,0.7948717948717948,0.4967948717948718,0.379667467948718,-0.002076196408180173
STORM,10,IBk,0.785,0.33547008547008544,0.42102029914529915,-0.012491244454821436
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,RF,No sampling,False,1.0,1.0,0.0,0.0,0.20408163265306123,1.0,0.40841346153846153,0.0
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,IBk,No sampling,False,0.925,0.9871794871794872,0.01282051282051282,0.075,0.193717277486911,0.925,0.4689102564102564,-0.02587011601546871
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,NB,No sampling,False,0.0,0.00641025641025641,0.9935897435897436,1.0,0.0,0.0,0.1155448717948718,-0.010055304172951035
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,RF,Under sampling,False,0.475,0.8397435897435898,0.16025641025641027,0.525,0.12666666666666668,0.475,0.13517628205128204,-0.18034865293185418
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,IBk,Under sampling,False,0.35,0.8461538461538461,0.15384615384615385,0.65,0.0958904109589041,0.35,0.25400641025641024,-0.24991927671940586
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,NB,Under sampling,False,0.4,0.8269230769230769,0.17307692307692307,0.6,0.1103448275862069,0.4,0.18333333333333332,-0.21605839416058392
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,RF,Over sampling,False,1.0,0.9935897435897436,0.00641025641025641,0.0,0.20512820512820512,1.0,0.24158653846153846,0.002626395272488528
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,IBk,Over sampling,False,0.85,0.9743589743589743,0.02564102564102564,0.15,0.1827956989247312,0.85,0.45048076923076924,-0.05276040250203971
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,NB,Over sampling,False,0.0,0.00641025641025641,0.9935897435897436,1.0,0.0,0.0,0.10192307692307692,-0.010055304172951035
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,RF,Smote,False,0.975,0.9935897435897436,0.00641025641025641,0.025,0.20103092783505155,0.975,0.18012820512820513,-0.007645663063538074
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,IBk,Smote,False,0.875,0.9807692307692307,0.019230769230769232,0.125,0.18617021276595744,0.875,0.44711538461538464,-0.04452239611440906
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,NB,Smote,False,0.0,0.00641025641025641,0.9935897435897436,1.0,0.0,0.0,0.12083333333333333,-0.010055304172951035
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,RF,No sampling,True,1.0,1.0,0.0,0.0,0.20408163265306123,1.0,0.4634615384615385,0.0
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,IBk,No sampling,True,0.9,0.967948717948718,0.03205128205128205,0.1,0.1925133689839572,0.9,0.08477564102564103,-0.028714614655289173
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,NB,No sampling,True,0.1,0.02564102564102564,0.9743589743589743,0.9,0.5,0.1,0.1375,0.10583941605839431
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,RF,Under sampling,True,0.475,0.9166666666666666,0.08333333333333333,0.525,0.11728395061728394,0.475,0.16201923076923078,-0.206969059777711
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,IBk,Under sampling,True,0.325,0.9102564102564102,0.08974358974358974,0.675,0.08387096774193549,0.325,0.08653846153846154,-0.28288148721920997
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,NB,Under sampling,True,0.0,0.0,1.0,1.0,NaN,0.0,0.13541666666666666,0.0
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,RF,Over sampling,True,0.9,0.9871794871794872,0.01282051282051282,0.1,0.18947368421052632,0.9,0.46266025641025643,-0.03641231593038823
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,IBk,Over sampling,True,0.775,0.9615384615384616,0.038461538461538464,0.225,0.1712707182320442,0.775,0.08092948717948718,-0.08073241781106952
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,NB,Over sampling,True,0.0,0.0,1.0,1.0,NaN,0.0,0.1518429487179487,0.0
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,RF,Smote,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,IBk,Smote,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0
STORM,10,0.9284149013878744,0.09284028324154209,0.7959183673469388,NB,Smote,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0
STORM,11,NaiveBayes,0.8742138364779874,0.9788732394366197,0.3795774647887324,-0.033277870216306196
STORM,11,RandomForest,0.875,0.49295774647887325,0.4253080985915493,-0.0030202355783751156
STORM,11,IBk,0.8323699421965318,0.3380281690140845,0.34248826291079815,-0.051684548908278706
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,RF,No sampling,False,1.0,0.9929577464788732,0.007042253521126761,0.0,0.12422360248447205,1.0,0.335387323943662,0.0017480989424001414
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,IBk,No sampling,False,0.55,0.971830985915493,0.028169014084507043,0.45,0.0738255033557047,0.55,0.28714788732394364,-0.11186852180409003
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,NB,No sampling,False,0.0,0.02112676056338028,0.9788732394366197,1.0,0.0,0.0,0.3795774647887324,-0.033277870216306196
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,RF,Under sampling,False,0.85,0.971830985915493,0.028169014084507043,0.15,0.10967741935483871,0.85,0.17922535211267607,-0.03124153498871334
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,IBk,Under sampling,False,0.3,0.823943661971831,0.176056338028169,0.7,0.04878048780487805,0.3,0.2380281690140845,-0.1631042420256495
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,NB,Under sampling,False,0.1,0.014084507042253521,0.9859154929577465,0.9,0.5,0.1,0.3852112676056338,0.13090128755364802
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,RF,Over sampling,False,1.0,0.9859154929577465,0.014084507042253521,0.0,0.125,1.0,0.18961267605633803,0.0035149384885764527
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,IBk,Over sampling,False,0.5,0.9507042253521126,0.04929577464788732,0.5,0.06896551724137931,0.5,0.20580985915492958,-0.12231247013855709
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,NB,Over sampling,False,0.15,0.028169014084507043,0.971830985915493,0.85,0.42857142857142855,0.15,0.4091549295774648,0.16902784562774756
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,RF,Smote,False,0.95,0.9859154929577465,0.014084507042253521,0.05,0.11949685534591195,0.95,0.4204225352112676,-0.009011396766498802
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,IBk,Smote,False,0.5,0.8380281690140845,0.1619718309859155,0.5,0.07751937984496124,0.5,0.32922535211267606,-0.10116977552956061
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,NB,Smote,False,0.0,0.02112676056338028,0.9788732394366197,1.0,0.0,0.0,0.3862676056338028,-0.033277870216306196
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,RF,No sampling,True,1.0,1.0,0.0,0.0,0.12345679012345678,1.0,0.19859154929577466,0.0
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,IBk,No sampling,True,0.45,0.9929577464788732,0.007042253521126761,0.55,0.06,0.45,0.016725352112676055,-0.14317548746518105
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,NB,No sampling,True,0.4,0.04225352112676056,0.9577464788732394,0.6,0.5714285714285714,0.4,0.9112676056338028,0.410670978172999
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,RF,Under sampling,True,0.75,0.9788732394366197,0.02112676056338028,0.25,0.09740259740259741,0.75,0.06214788732394366,-0.05901579807517706
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,IBk,Under sampling,True,0.25,0.9647887323943662,0.035211267605633804,0.75,0.035211267605633804,0.25,0.02130281690140845,-0.19743240614666405
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,NB,Under sampling,True,0.0,0.0,1.0,1.0,NaN,0.0,0.911443661971831,0.0
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,RF,Over sampling,True,0.75,0.9788732394366197,0.02112676056338028,0.25,0.09740259740259741,0.75,0.2,-0.05901579807517706
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,IBk,Over sampling,True,0.25,0.971830985915493,0.028169014084507043,0.75,0.03496503496503497,0.25,0.016901408450704224,-0.1982016822972058
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,NB,Over sampling,True,0.0,0.0,1.0,1.0,NaN,0.0,0.9105633802816901,0.0
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,RF,Smote,True,1.0,1.0,0.0,0.0,0.12345679012345678,1.0,0.20105633802816902,0.0
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,IBk,Smote,True,0.45,0.9929577464788732,0.007042253521126761,0.55,0.06,0.45,0.016725352112676055,-0.14317548746518105
STORM,11,0.9441379310344827,0.14317019722425128,0.8765432098765432,NB,Smote,True,0.0,0.0,1.0,1.0,NaN,0.0,0.9112676056338028,0.0
STORM,13,NaiveBayes,0.150997150997151,1.0,0.43152567787079843,0.003991940798764779
STORM,13,RandomForest,0.11990950226244344,0.5,0.4036298887917031,-0.06244244623801525
STORM,13,IBk,0.0990990990990991,0.34591194968553457,0.3612187096505477,-0.10162351006987258
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,RF,No sampling,False,0.6986754966887417,1.0,0.0,0.30132450331125826,0.7992424242424242,0.6986754966887417,0.17418468074472074,-0.23257944736461403
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,IBk,No sampling,False,0.6324503311258278,0.9622641509433962,0.03773584905660377,0.3675496688741722,0.7892561983471075,0.6324503311258278,0.3366862426590029,-0.22486795024706052
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,NB,No sampling,False,0.013245033112582781,0.0,1.0,0.9867549668874173,1.0,0.013245033112582781,0.43152567787079843,0.003991940798764779
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,RF,Under sampling,False,0.4966887417218543,0.8867924528301887,0.11320754716981132,0.5033112582781457,0.7614213197969543,0.4966887417218543,0.2410346120204923,-0.21472909537974785
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,IBk,Under sampling,False,0.5198675496688742,0.9433962264150944,0.05660377358490566,0.48013245033112584,0.7584541062801933,0.5198675496688742,0.2882356616268899,-0.2435554278118095
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,NB,Under sampling,False,0.009933774834437087,0.0,1.0,0.9900662251655629,1.0,0.009933774834437087,0.5152442833937273,0.002986953213792593
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,RF,Over sampling,False,0.652317880794702,0.9433962264150944,0.05660377358490566,0.347682119205298,0.7975708502024291,0.652317880794702,0.19573909783831064,-0.2038637407836872
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,IBk,Over sampling,False,0.7119205298013245,0.9622641509433962,0.03773584905660377,0.28807947019867547,0.8082706766917294,0.7119205298013245,0.18830438585530426,-0.1955778992581025
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,NB,Over sampling,False,0.0695364238410596,0.05660377358490566,0.9433962264150944,0.9304635761589404,0.875,0.0695364238410596,0.40341122079220293,0.004089535136416644
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,RF,Smote,False,0.6125827814569537,0.9433962264150944,0.05660377358490566,0.38741721854304634,0.7872340425531915,0.6125827814569537,0.22778957890790955,-0.2174761269124142
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,IBk,Smote,False,0.5331125827814569,0.660377358490566,0.33962264150943394,0.46688741721854304,0.8214285714285714,0.5331125827814569,0.4374609521429464,-0.06975310755744282
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,NB,Smote,False,0.016556291390728478,0.0,1.0,0.9834437086092715,1.0,0.016556291390728478,0.4503936023991003,0.005001651488699101
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,RF,No sampling,True,0.5695364238410596,1.0,0.0,0.4304635761589404,0.7644444444444445,0.5695364238410596,0.17977633387479694,-0.26921949789977534
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,IBk,No sampling,True,0.6688741721854304,1.0,0.0,0.33112582781456956,0.792156862745098,0.6688741721854304,0.07247282269149069,-0.24247969804414934
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,NB,No sampling,True,0.2682119205298013,0.1320754716981132,0.8679245283018868,0.7317880794701986,0.9204545454545454,0.2682119205298013,0.45607897038610523,0.0510914675607869
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,RF,Under sampling,True,0.5463576158940397,0.9811320754716981,0.018867924528301886,0.45364238410596025,0.7603686635944701,0.5463576158940397,0.08549918780457329,-0.2617296951689641
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,IBk,Under sampling,True,0.6291390728476821,0.9811320754716981,0.018867924528301886,0.3708609271523179,0.7851239669421488,0.6291390728476821,0.16306385105585405,-0.2399897767933208
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,NB,Under sampling,True,0.0,0.0,1.0,1.0,NaN,0.0,0.4912845183056354,0.0
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,RF,Over sampling,True,0.5132450331125827,1.0,0.0,0.4867549668874172,0.7451923076923077,0.5132450331125827,0.18171310758465575,-0.2811721823234328
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,IBk,Over sampling,True,0.6026490066225165,1.0,0.0,0.3973509933774834,0.774468085106383,0.6026490066225165,0.06981756841184555,-0.26121778416675234
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,NB,Over sampling,True,0.0,0.0,1.0,1.0,NaN,0.0,0.4730101212045483,0.0
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,RF,Smote,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,IBk,Smote,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0
STORM,13,0.890970515970516,0.18407445708376421,0.14929577464788732,NB,Smote,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0
